,tconst,primaryTitle,startYear,runtimeMinutes,genres,Decennie
53226,tt0054242,The Passionate Thief,1960,106,Drama,1960s
53227,tt0054243,The Rise and Fall of Legs Diamond,1960,101,Biography,1960s
53227,tt0054243,The Rise and Fall of Legs Diamond,1960,101,Crime,1960s
53227,tt0054243,The Rise and Fall of Legs Diamond,1960,101,History,1960s
53228,tt0054244,The Risk,1960,81,Crime,1960s
53228,tt0054244,The Risk,1960,81,Drama,1960s
53228,tt0054244,The Risk,1960,81,Thriller,1960s
53232,tt0054248,Rocco and His Brothers,1960,179,Crime,1960s
53232,tt0054248,Rocco and His Brothers,1960,179,Drama,1960s
53232,tt0054248,Rocco and His Brothers,1960,179,Sport,1960s
53253,tt0054269,Saturday Night and Sunday Morning,1960,89,Drama,1960s
53253,tt0054269,Saturday Night and Sunday Morning,1960,89,Romance,1960s
53263,tt0054279,School for Scoundrels,1960,97,Comedy,1960s
53270,tt0054286,Cruel Story of Youth,1960,96,Crime,1960s
53270,tt0054286,Cruel Story of Youth,1960,96,Drama,1960s
53276,tt0054292,Sergeant Rutledge,1960,111,Crime,1960s
53276,tt0054292,Sergeant Rutledge,1960,111,Western,1960s
53277,tt0054293,Serge,1960,80,Comedy,1960s
53277,tt0054293,Serge,1960,80,Drama,1960s
53279,tt0054295,Seven Thieves,1960,102,Crime,1960s
53279,tt0054295,Seven Thieves,1960,102,Drama,1960s
53280,tt0054296,Seven Ways from Sundown,1960,87,Western,1960s
53294,tt0054310,Sink the Bismarck!,1960,97,Action,1960s
53294,tt0054310,Sink the Bismarck!,1960,97,Drama,1960s
53294,tt0054310,Sink the Bismarck!,1960,97,History,1960s
53307,tt0054324,Song Without End,1960,141,Biography,1960s
53307,tt0054324,Song Without End,1960,141,Drama,1960s
53307,tt0054324,Song Without End,1960,141,Music,1960s
53308,tt0054325,Take Aim at the Police Van,1960,79,Action,1960s
53308,tt0054325,Take Aim at the Police Van,1960,79,Crime,1960s
53308,tt0054325,Take Aim at the Police Van,1960,79,Mystery,1960s
53309,tt0054326,Sons and Lovers,1960,103,Drama,1960s
53311,tt0054328,Under Ten Flags,1960,88,Drama,1960s
53311,tt0054328,Under Ten Flags,1960,88,War,1960s
53314,tt0054331,Spartacus,1960,197,Adventure,1960s
53314,tt0054331,Spartacus,1960,197,Biography,1960s
53314,tt0054331,Spartacus,1960,197,Drama,1960s
53326,tt0054343,The Story of Ruth,1960,132,Drama,1960s
53326,tt0054343,The Story of Ruth,1960,132,History,1960s
53326,tt0054343,The Story of Ruth,1960,132,Romance,1960s
53328,tt0054345,Strangers When We Meet,1960,117,Drama,1960s
53328,tt0054345,Strangers When We Meet,1960,117,Romance,1960s
53329,tt0054346,The Stranglers of Bombay,1959,80,Action,1950s
53329,tt0054346,The Stranglers of Bombay,1959,80,Adventure,1950s
53329,tt0054346,The Stranglers of Bombay,1959,80,History,1950s
53332,tt0054350,Everything Goes Wrong,1960,71,Action,1960s
53332,tt0054350,Everything Goes Wrong,1960,71,Crime,1960s
53335,tt0054353,The Sundowners,1960,133,Drama,1960s
53336,tt0054354,Sunrise at Campobello,1960,144,Biography,1960s
53336,tt0054354,Sunrise at Campobello,1960,144,Drama,1960s
53339,tt0054357,Swiss Family Robinson,1960,126,Adventure,1960s
53339,tt0054357,Swiss Family Robinson,1960,126,Family,1960s
53340,tt0054358,Sword of Sherwood Forest,1960,80,Adventure,1960s
53340,tt0054358,Sword of Sherwood Forest,1960,80,Drama,1960s
53340,tt0054358,Sword of Sherwood Forest,1960,80,History,1960s
53348,tt0054366,The Sun's Burial,1960,87,Crime,1960s
53348,tt0054366,The Sun's Burial,1960,87,Drama,1960s
53349,tt0054367,Tall Story,1960,91,Comedy,1960s
53349,tt0054367,Tall Story,1960,91,Sport,1960s
53353,tt0054371,"The 1,000 Eyes of Dr. Mabuse",1960,103,Crime,1960s
53353,tt0054371,"The 1,000 Eyes of Dr. Mabuse",1960,103,Mystery,1960s
53353,tt0054371,"The 1,000 Eyes of Dr. Mabuse",1960,103,Thriller,1960s
53356,tt0054374,Wasteland,1960,100,Drama,1960s
53358,tt0054377,Testament of Orpheus,1960,77,Biography,1960s
53358,tt0054377,Testament of Orpheus,1960,77,Fantasy,1960s
53360,tt0054380,The 3rd Voice,1960,79,Crime,1960s
53360,tt0054380,The 3rd Voice,1960,79,Drama,1960s
53360,tt0054380,The 3rd Voice,1960,79,Thriller,1960s
53366,tt0054387,The Time Machine,1960,103,Adventure,1960s
53366,tt0054387,The Time Machine,1960,103,Romance,1960s
53366,tt0054387,The Time Machine,1960,103,Sci-Fi,1960s
53368,tt0054389,Shoot the Piano Player,1960,81,Crime,1960s
53368,tt0054389,Shoot the Piano Player,1960,81,Drama,1960s
53368,tt0054389,Shoot the Piano Player,1960,81,Thriller,1960s
53382,tt0054403,The Trials of Oscar Wilde,1960,123,Biography,1960s
53382,tt0054403,The Trials of Oscar Wilde,1960,123,Drama,1960s
53382,tt0054403,The Trials of Oscar Wilde,1960,123,History,1960s
53385,tt0054407,Le Trou,1960,131,Crime,1960s
53385,tt0054407,Le Trou,1960,131,Drama,1960s
53385,tt0054407,Le Trou,1960,131,Thriller,1960s
53390,tt0054412,Tunes of Glory,1960,107,Drama,1960s
53391,tt0054413,Everybody Go Home!,1960,122,Comedy,1960s
53391,tt0054413,Everybody Go Home!,1960,122,Drama,1960s
53391,tt0054413,Everybody Go Home!,1960,122,War,1960s
53393,tt0054416,The Two Faces of Dr. Jekyll,1960,88,Horror,1960s
53394,tt0054417,Two Way Stretch,1960,78,Comedy,1960s
53394,tt0054417,Two Way Stretch,1960,78,Crime,1960s
53402,tt0054425,Taxi for Tobruk,1961,95,Drama,1960s
53402,tt0054425,Taxi for Tobruk,1961,95,War,1960s
53403,tt0054426,The Long Absence,1961,94,Drama,1960s
53403,tt0054426,The Long Absence,1961,94,Mystery,1960s
53404,tt0054428,The Unforgiven,1960,125,Drama,1960s
53404,tt0054428,The Unforgiven,1960,125,Romance,1960s
53404,tt0054428,The Unforgiven,1960,125,Western,1960s
53409,tt0054433,Brevi amori a Palma di Majorca,1959,98,Comedy,1950s
53418,tt0054442,Il vigile,1960,104,Comedy,1960s
53419,tt0054443,Village of the Damned,1960,77,Horror,1960s
53419,tt0054443,Village of the Damned,1960,77,Sci-Fi,1960s
53420,tt0054444,El violetero,1960,83,Comedy,1960s
53422,tt0054446,Visit to a Small Planet,1960,85,Comedy,1960s
53422,tt0054446,Visit to a Small Planet,1960,85,Sci-Fi,1960s
53428,tt0054452,La Vérité,1960,128,Drama,1960s
53429,tt0054453,The Wackiest Ship in the Army,1960,99,Comedy,1960s
53429,tt0054453,The Wackiest Ship in the Army,1960,99,Drama,1960s
53429,tt0054453,The Wackiest Ship in the Army,1960,99,War,1960s
53436,tt0054460,The Bad Sleep Well,1960,151,Crime,1960s
53436,tt0054460,The Bad Sleep Well,1960,151,Drama,1960s
53436,tt0054460,The Bad Sleep Well,1960,151,Thriller,1960s
53445,tt0054469,Where the Boys Are,1960,99,Comedy,1960s
53445,tt0054469,Where the Boys Are,1960,99,Drama,1960s
53445,tt0054469,Where the Boys Are,1960,99,Romance,1960s
53449,tt0054473,Who Was That Lady?,1960,115,Comedy,1960s
53449,tt0054473,Who Was That Lady?,1960,115,Romance,1960s
53452,tt0054476,Wild River,1960,110,Drama,1960s
53452,tt0054476,Wild River,1960,110,History,1960s
53452,tt0054476,Wild River,1960,110,Romance,1960s
53459,tt0054483,The World of Suzie Wong,1960,126,Drama,1960s
53459,tt0054483,The World of Suzie Wong,1960,126,Romance,1960s
53470,tt0054494,Zazie dans le Métro,1960,93,Comedy,1960s
53470,tt0054494,Zazie dans le Métro,1960,93,Fantasy,1960s
53534,tt0054561,The Power and the Glory,1961,90,Drama,1960s
53567,tt0054594,The Absent Minded Professor,1961,92,Comedy,1960s
53567,tt0054594,The Absent Minded Professor,1961,92,Family,1960s
53567,tt0054594,The Absent Minded Professor,1961,92,Sci-Fi,1960s
53572,tt0054599,Accattone,1961,117,Drama,1960s
53574,tt0054601,Ada,1961,109,Drama,1960s
53574,tt0054601,Ada,1961,109,Romance,1960s
53586,tt0054614,All Night Long,1962,91,Drama,1960s
53586,tt0054614,All Night Long,1962,91,Music,1960s
53587,tt0054615,All in a Night's Work,1961,94,Comedy,1960s
53587,tt0054615,All in a Night's Work,1961,94,Romance,1960s
53600,tt0054628,Angel Baby,1961,97,Drama,1960s
53604,tt0054632,Last Year at Marienbad,1961,94,Drama,1960s
53604,tt0054632,Last Year at Marienbad,1961,94,Mystery,1960s
53612,tt0054640,The Assassin,1961,97,Crime,1960s
53612,tt0054640,The Assassin,1961,97,Thriller,1960s
53614,tt0054642,Atlantis: The Lost Continent,1961,90,Adventure,1960s
53614,tt0054642,Atlantis: The Lost Continent,1961,90,Sci-Fi,1960s
53621,tt0054649,Babes in Toyland,1961,106,Comedy,1960s
53621,tt0054649,Babes in Toyland,1961,106,Family,1960s
53621,tt0054649,Babes in Toyland,1961,106,Fantasy,1960s
53623,tt0054651,Bachelor Flat,1961,91,Comedy,1960s
53624,tt0054652,Bachelor in Paradise,1961,109,Comedy,1960s
53624,tt0054652,Bachelor in Paradise,1961,109,Romance,1960s
53625,tt0054653,Back Street,1961,107,Drama,1960s
53650,tt0054678,The Best of Enemies,1961,104,Adventure,1960s
53650,tt0054678,The Best of Enemies,1961,104,Comedy,1960s
53650,tt0054678,The Best of Enemies,1961,104,War,1960s
53658,tt0054687,Blast of Silence,1961,77,Crime,1960s
53658,tt0054687,Blast of Silence,1961,77,Drama,1960s
53658,tt0054687,Blast of Silence,1961,77,Thriller,1960s
53663,tt0054692,Blue Hawaii,1961,102,Comedy,1960s
53663,tt0054692,Blue Hawaii,1961,102,Musical,1960s
53668,tt0054697,The Boys,1962,123,Crime,1960s
53668,tt0054697,The Boys,1962,123,Drama,1960s
53669,tt0054698,Breakfast at Tiffany's,1961,115,Comedy,1960s
53669,tt0054698,Breakfast at Tiffany's,1961,115,Drama,1960s
53669,tt0054698,Breakfast at Tiffany's,1961,115,Romance,1960s
53672,tt0054701,Bridge to the Sun,1961,113,Drama,1960s
53672,tt0054701,Bridge to the Sun,1961,113,Romance,1960s
53672,tt0054701,Bridge to the Sun,1961,113,War,1960s
53680,tt0054709,Pigs and Battleships,1961,108,Action,1960s
53680,tt0054709,Pigs and Battleships,1961,108,Comedy,1960s
53680,tt0054709,Pigs and Battleships,1961,108,Crime,1960s
53702,tt0054731,Cash on Demand,1961,89,Crime,1960s
53702,tt0054731,Cash on Demand,1961,89,Drama,1960s
53702,tt0054731,Cash on Demand,1961,89,Mystery,1960s
53705,tt0054734,The Counterfeiters of Paris,1961,98,Comedy,1960s
53705,tt0054734,The Counterfeiters of Paris,1961,98,Crime,1960s
53714,tt0054743,The Children's Hour,1961,108,Drama,1960s
53714,tt0054743,The Children's Hour,1961,108,Romance,1960s
53720,tt0054749,Two Women,1960,101,Drama,1960s
53720,tt0054749,Two Women,1960,101,War,1960s
53721,tt0054750,Circle of Deception,1960,100,Drama,1960s
53721,tt0054750,Circle of Deception,1960,100,Romance,1960s
53721,tt0054750,Circle of Deception,1960,100,War,1960s
53727,tt0054756,The Colossus of Rhodes,1961,127,Adventure,1960s
53727,tt0054756,The Colossus of Rhodes,1961,127,Drama,1960s
53727,tt0054756,The Colossus of Rhodes,1961,127,History,1960s
53728,tt0054757,The Comancheros,1961,107,Western,1960s
53729,tt0054758,Le combat dans l'île,1962,104,Drama,1960s
53729,tt0054758,Le combat dans l'île,1962,104,Thriller,1960s
53730,tt0054759,Come September,1961,112,Comedy,1960s
53730,tt0054759,Come September,1961,112,Romance,1960s
53734,tt0054763,The Connection,1961,110,Drama,1960s
53748,tt0054777,The Curse of the Werewolf,1961,93,Horror,1960s
53761,tt0054790,The Day the Earth Caught Fire,1961,99,Drama,1960s
53761,tt0054790,The Day the Earth Caught Fire,1961,99,Romance,1960s
53761,tt0054790,The Day the Earth Caught Fire,1961,99,Sci-Fi,1960s
53766,tt0054795,The Deadly Companions,1961,93,Adventure,1960s
53766,tt0054795,The Deadly Companions,1961,93,Western,1960s
53776,tt0054805,The Devil at 4 O'Clock,1961,126,Adventure,1960s
53776,tt0054805,The Devil at 4 O'Clock,1961,126,Drama,1960s
53776,tt0054805,The Devil at 4 O'Clock,1961,126,Thriller,1960s
53788,tt0054817,Five Minutes to Live,1961,80,Crime,1960s
53788,tt0054817,Five Minutes to Live,1961,80,Drama,1960s
53788,tt0054817,Five Minutes to Live,1961,80,Music,1960s
53792,tt0054821,Le Doulos,1962,108,Crime,1960s
53792,tt0054821,Le Doulos,1962,108,Thriller,1960s
53797,tt0054826,Drei Mann in einem Boot,1961,90,Comedy,1960s
53816,tt0054845,Immortal Love,1961,103,Drama,1960s
53818,tt0054847,El Cid,1961,182,Biography,1960s
53818,tt0054847,El Cid,1961,182,Drama,1960s
53818,tt0054847,El Cid,1961,182,History,1960s
53821,tt0054850,Hercules in the Haunted World,1961,91,Adventure,1960s
53821,tt0054850,Hercules in the Haunted World,1961,91,Fantasy,1960s
53821,tt0054850,Hercules in the Haunted World,1961,91,Horror,1960s
53824,tt0054853,The Errand Boy,1961,92,Comedy,1960s
53824,tt0054853,The Errand Boy,1961,92,Family,1960s
53832,tt0054861,The Exiles,1961,72,Drama,1960s
53837,tt0054866,Fanny,1961,134,Drama,1960s
53837,tt0054866,Fanny,1961,134,Romance,1960s
53841,tt0054870,The Fascist,1961,102,Comedy,1960s
53844,tt0054873,A Fever in the Blood,1961,117,Drama,1960s
53852,tt0054881,Flight That Disappeared,1961,71,Adventure,1960s
53852,tt0054881,Flight That Disappeared,1961,71,Fantasy,1960s
53852,tt0054881,Flight That Disappeared,1961,71,Sci-Fi,1960s
53856,tt0054885,Flower Drum Song,1961,133,Comedy,1960s
53856,tt0054885,Flower Drum Song,1961,133,Musical,1960s
53856,tt0054885,Flower Drum Song,1961,133,Romance,1960s
53861,tt0054890,The Four Horsemen of the Apocalypse,1962,153,Drama,1960s
53861,tt0054890,The Four Horsemen of the Apocalypse,1962,153,War,1960s
53863,tt0054892,Francis of Assisi,1961,105,Biography,1960s
53863,tt0054892,Francis of Assisi,1961,105,Drama,1960s
53863,tt0054892,Francis of Assisi,1961,105,History,1960s
53869,tt0054898,The Frightened City,1961,97,Crime,1960s
53869,tt0054898,The Frightened City,1961,97,Drama,1960s
53894,tt0054923,Gidget Goes Hawaiian,1961,101,Comedy,1960s
53894,tt0054923,Gidget Goes Hawaiian,1961,101,Music,1960s
53894,tt0054923,Gidget Goes Hawaiian,1961,101,Romance,1960s
53907,tt0054936,Goodbye Again,1961,120,Drama,1960s
53907,tt0054936,Goodbye Again,1961,120,Romance,1960s
53909,tt0054938,Gorgo,1961,78,Horror,1960s
53909,tt0054938,Gorgo,1961,78,Sci-Fi,1960s
53915,tt0054944,Greyfriars Bobby: The True Story of a Dog,1961,91,Drama,1960s
53915,tt0054944,Greyfriars Bobby: The True Story of a Dog,1961,91,Family,1960s
53924,tt0054953,The Guns of Navarone,1961,158,Action,1960s
53924,tt0054953,The Guns of Navarone,1961,158,Adventure,1960s
53924,tt0054953,The Guns of Navarone,1961,158,Drama,1960s
53934,tt0054963,The Hands of Orlac,1960,95,Crime,1960s
53934,tt0054963,The Hands of Orlac,1960,95,Horror,1960s
53934,tt0054963,The Hands of Orlac,1960,95,Sci-Fi,1960s
53939,tt0054968,The Hellions,1961,86,Adventure,1960s
53939,tt0054968,The Hellions,1961,86,Drama,1960s
53939,tt0054968,The Hellions,1961,86,Western,1960s
53957,tt0054988,Homicidal,1961,88,Horror,1960s
53957,tt0054988,Homicidal,1961,88,Mystery,1960s
53957,tt0054988,Homicidal,1961,88,Thriller,1960s
53958,tt0054989,The Honeymoon Machine,1961,87,Comedy,1960s
53958,tt0054989,The Honeymoon Machine,1961,87,Romance,1960s
53960,tt0054991,The Hoodlum Priest,1961,101,Drama,1960s
53966,tt0054997,The Hustler,1961,134,Drama,1960s
53966,tt0054997,The Hustler,1961,134,Sport,1960s
53987,tt0055018,The Innocents,1961,100,Horror,1960s
53988,tt0055019,The Intruder,1962,84,Drama,1960s
53991,tt0055022,Erik the Conqueror,1961,90,Action,1960s
53991,tt0055022,Erik the Conqueror,1961,90,Adventure,1960s
53991,tt0055022,Erik the Conqueror,1961,90,Romance,1960s
53993,tt0055024,It Happened Here,1964,101,Drama,1960s
53993,tt0055024,It Happened Here,1964,101,Sci-Fi,1960s
53993,tt0055024,It Happened Here,1964,101,War,1960s
54000,tt0055031,Judgment at Nuremberg,1961,179,Drama,1960s
54000,tt0055031,Judgment at Nuremberg,1961,179,War,1960s
54001,tt0055032,Jules and Jim,1962,105,Drama,1960s
54001,tt0055032,Jules and Jim,1962,105,Romance,1960s
54007,tt0055038,"Gas, Inspector Palmu!",1961,99,Comedy,1960s
54007,tt0055038,"Gas, Inspector Palmu!",1961,99,Crime,1960s
54007,tt0055038,"Gas, Inspector Palmu!",1961,99,Mystery,1960s
54016,tt0055047,King of Kings,1961,168,Biography,1960s
54016,tt0055047,King of Kings,1961,168,Drama,1960s
54017,tt0055048,King of the Roaring 20's: The Story of Arnold Rothstein,1961,106,Biography,1960s
54017,tt0055048,King of the Roaring 20's: The Story of Arnold Rothstein,1961,106,Crime,1960s
54017,tt0055048,King of the Roaring 20's: The Story of Arnold Rothstein,1961,106,Drama,1960s
54021,tt0055052,The End of Summer,1961,103,Drama,1960s
54038,tt0055069,The Ladies Man,1961,106,Comedy,1960s
54042,tt0055073,The Last Sunset,1961,112,Drama,1960s
54042,tt0055073,The Last Sunset,1961,112,Romance,1960s
54042,tt0055073,The Last Sunset,1961,112,Western,1960s
54043,tt0055074,The Last Time I Saw Archie,1961,98,Comedy,1960s
54043,tt0055074,The Last Time I Saw Archie,1961,98,Romance,1960s
54043,tt0055074,The Last Time I Saw Archie,1961,98,War,1960s
54049,tt0055082,"Léon Morin, Priest",1961,117,Drama,1960s
54049,tt0055082,"Léon Morin, Priest",1961,117,Romance,1960s
54049,tt0055082,"Léon Morin, Priest",1961,117,War,1960s
54060,tt0055093,Lola,1961,90,Drama,1960s
54060,tt0055093,Lola,1961,90,Romance,1960s
54067,tt0055100,Lover Come Back,1961,107,Comedy,1960s
54067,tt0055100,Lover Come Back,1961,107,Drama,1960s
54067,tt0055100,Lover Come Back,1961,107,Romance,1960s
54084,tt0055118,Mad Dog Coll,1961,88,Biography,1960s
54084,tt0055118,Mad Dog Coll,1961,88,Crime,1960s
54084,tt0055118,Mad Dog Coll,1961,88,Drama,1960s
54085,tt0055119,Madalena,1960,91,Comedy,1960s
54085,tt0055119,Madalena,1960,91,Drama,1960s
54085,tt0055119,Madalena,1960,91,Musical,1960s
54089,tt0055124,A Majority of One,1961,156,Comedy,1960s
54089,tt0055124,A Majority of One,1961,156,Drama,1960s
54089,tt0055124,A Majority of One,1961,156,Family,1960s
54103,tt0055140,Il mantenuto,1961,97,Comedy,1960s
54109,tt0055146,The Mark,1961,127,Drama,1960s
54114,tt0055151,The Mask,1961,83,Horror,1960s
54114,tt0055151,The Mask,1961,83,Thriller,1960s
54115,tt0055152,Master of the World,1961,102,Adventure,1960s
54115,tt0055152,Master of the World,1961,102,Sci-Fi,1960s
54141,tt0055178,The Wonders of Aladdin,1961,100,Fantasy,1960s
54147,tt0055184,The Misfits,1961,125,Drama,1960s
54147,tt0055184,The Misfits,1961,125,Romance,1960s
54147,tt0055184,The Misfits,1961,125,Western,1960s
54161,tt0055198,Mothra,1961,101,Adventure,1960s
54161,tt0055198,Mothra,1961,101,Fantasy,1960s
54161,tt0055198,Mothra,1961,101,Sci-Fi,1960s
54163,tt0055200,Mr. Sardonicus,1961,89,Drama,1960s
54163,tt0055200,Mr. Sardonicus,1961,89,Horror,1960s
54163,tt0055200,Mr. Sardonicus,1961,89,Mystery,1960s
54168,tt0055205,Murder She Said,1961,87,Comedy,1960s
54168,tt0055205,Murder She Said,1961,87,Crime,1960s
54168,tt0055205,Murder She Said,1961,87,Drama,1960s
54170,tt0055207,Mysterious Island,1961,101,Adventure,1960s
54170,tt0055207,Mysterious Island,1961,101,Family,1960s
54170,tt0055207,Mysterious Island,1961,101,Fantasy,1960s
54177,tt0055214,The Naked Edge,1961,97,Crime,1960s
54177,tt0055214,The Naked Edge,1961,97,Mystery,1960s
54177,tt0055214,The Naked Edge,1961,97,Thriller,1960s
54193,tt0055230,Night Tide,1961,86,Horror,1960s
54193,tt0055230,Night Tide,1961,86,Romance,1960s
54193,tt0055230,Night Tide,1961,86,Thriller,1960s
54195,tt0055232,"Nikki, Wild Dog of the North",1961,74,Adventure,1960s
54195,tt0055232,"Nikki, Wild Dog of the North",1961,74,Family,1960s
54196,tt0055233,The Human Condition III: A Soldier's Prayer,1961,190,Drama,1960s
54196,tt0055233,The Human Condition III: A Soldier's Prayer,1961,190,History,1960s
54196,tt0055233,The Human Condition III: A Soldier's Prayer,1961,190,War,1960s
54197,tt0055234,No Love for Johnnie,1961,110,Drama,1960s
54204,tt0055241,Lettere di una novizia,1960,87,Drama,1960s
54216,tt0055253,On the Double,1961,92,Adventure,1960s
54216,tt0055253,On the Double,1961,92,Comedy,1960s
54216,tt0055253,On the Double,1961,92,War,1960s
54217,tt0055254,One Hundred and One Dalmatians,1961,79,Adventure,1960s
54217,tt0055254,One Hundred and One Dalmatians,1961,79,Animation,1960s
54217,tt0055254,One Hundred and One Dalmatians,1961,79,Comedy,1960s
54219,tt0055256,"One, Two, Three",1961,104,Comedy,1960s
54220,tt0055257,One-Eyed Jacks,1961,141,Drama,1960s
54220,tt0055257,One-Eyed Jacks,1961,141,Western,1960s
54229,tt0055266,Gold of Rome,1961,96,Drama,1960s
54240,tt0055277,The Parent Trap,1961,129,Comedy,1960s
54240,tt0055277,The Parent Trap,1961,129,Family,1960s
54240,tt0055277,The Parent Trap,1961,129,Romance,1960s
54241,tt0055278,Paris Blues,1961,98,Drama,1960s
54241,tt0055278,Paris Blues,1961,98,Music,1960s
54241,tt0055278,Paris Blues,1961,98,Romance,1960s
54242,tt0055279,Parrish,1961,138,Drama,1960s
54246,tt0055283,I Promised to Pay,1961,117,Crime,1960s
54246,tt0055283,I Promised to Pay,1961,117,Drama,1960s
54267,tt0055304,The Pit and the Pendulum,1961,80,Drama,1960s
54267,tt0055304,The Pit and the Pendulum,1961,80,Horror,1960s
54267,tt0055304,The Pit and the Pendulum,1961,80,Mystery,1960s
54273,tt0055310,Placido,1961,85,Comedy,1960s
54273,tt0055310,Placido,1961,85,Drama,1960s
54275,tt0055312,Pocketful of Miracles,1961,136,Comedy,1960s
54275,tt0055312,Pocketful of Miracles,1961,136,Drama,1960s
54283,tt0055320,Il Posto,1961,93,Drama,1960s
54298,tt0055336,The President,1961,110,Thriller,1960s
54315,tt0055353,A Raisin in the Sun,1961,128,Drama,1960s
54332,tt0055370,Return to Peyton Place,1961,123,Drama,1960s
54343,tt0055382,The Roman Spring of Mrs. Stone,1961,103,Drama,1960s
54343,tt0055382,The Roman Spring of Mrs. Stone,1961,103,Romance,1960s
54344,tt0055383,Romanoff and Juliet,1961,103,Comedy,1960s
54360,tt0055399,Salvatore Giuliano,1962,123,Crime,1960s
54360,tt0055399,Salvatore Giuliano,1962,123,Drama,1960s
54360,tt0055399,Salvatore Giuliano,1962,123,History,1960s
54369,tt0055409,Santo vs. the Zombies,1962,85,Action,1960s
54369,tt0055409,Santo vs. the Zombies,1962,85,Adventure,1960s
54369,tt0055409,Santo vs. the Zombies,1962,85,Horror,1960s
54381,tt0055421,The Second Time Around,1961,99,Comedy,1960s
54381,tt0055421,The Second Time Around,1961,99,Romance,1960s
54381,tt0055421,The Second Time Around,1961,99,Western,1960s
54383,tt0055423,The Secret Ways,1961,112,Adventure,1960s
54383,tt0055423,The Secret Ways,1961,112,History,1960s
54383,tt0055423,The Secret Ways,1961,112,Mystery,1960s
54411,tt0055453,The Sins of Rachel Cade,1961,124,Drama,1960s
54411,tt0055453,The Sins of Rachel Cade,1961,124,Romance,1960s
54416,tt0055458,Snow White and the Three Stooges,1961,107,Adventure,1960s
54416,tt0055458,Snow White and the Three Stooges,1961,107,Comedy,1960s
54416,tt0055458,Snow White and the Three Stooges,1961,107,Family,1960s
54417,tt0055459,"So Evil, So Young",1961,77,Drama,1960s
54422,tt0055464,Something Wild,1961,113,Drama,1960s
54429,tt0055471,Splendor in the Grass,1961,124,Drama,1960s
54429,tt0055471,Splendor in the Grass,1961,124,Romance,1960s
54447,tt0055489,Summer and Smoke,1961,118,Drama,1960s
54447,tt0055489,Summer and Smoke,1961,118,Romance,1960s
54448,tt0055490,Susan Slade,1961,116,Drama,1960s
54461,tt0055503,Tammy Tell Me True,1961,97,Comedy,1960s
54463,tt0055505,Scream of Fear,1961,81,Horror,1960s
54463,tt0055505,Scream of Fear,1961,81,Thriller,1960s
54464,tt0055506,A Taste of Honey,1961,101,Drama,1960s
54483,tt0055526,Tintin et le mystère de la Toison d'Or,1961,104,Adventure,1960s
54483,tt0055526,Tintin et le mystère de la Toison d'Or,1961,104,Drama,1960s
54490,tt0055534,Too Late Blues,1961,103,Drama,1960s
54490,tt0055534,Too Late Blues,1961,103,Music,1960s
54492,tt0055536,"Totò, Peppino e... la dolce vita",1961,90,Comedy,1960s
54495,tt0055539,Town Without Pity,1961,105,Crime,1960s
54495,tt0055539,Town Without Pity,1961,105,Drama,1960s
54506,tt0055551,A Wife Confesses,1961,91,Drama,1960s
54506,tt0055551,A Wife Confesses,1961,91,Mystery,1960s
54513,tt0055558,Two Rode Together,1961,109,Western,1960s
54524,tt0055569,Man Called Rocca,1961,102,Crime,1960s
54524,tt0055569,Man Called Rocca,1961,102,Drama,1960s
54526,tt0055571,Underworld U.S.A.,1961,99,Crime,1960s
54526,tt0055571,Underworld U.S.A.,1961,99,Drama,1960s
54526,tt0055571,Underworld U.S.A.,1961,99,Thriller,1960s
54527,tt0055572,A Woman Is a Woman,1961,85,Comedy,1960s
54527,tt0055572,A Woman Is a Woman,1961,85,Drama,1960s
54527,tt0055572,A Woman Is a Woman,1961,85,Romance,1960s
54540,tt0055585,The Betrayer,1961,115,Drama,1960s
54547,tt0055593,A Coming-Out Party,1961,98,Comedy,1960s
54551,tt0055597,Victim,1961,100,Crime,1960s
54551,tt0055597,Victim,1961,100,Drama,1960s
54551,tt0055597,Victim,1961,100,Thriller,1960s
54555,tt0055601,Viridiana,1961,90,Drama,1960s
54556,tt0055602,A Difficult Life,1961,118,Comedy,1960s
54556,tt0055602,A Difficult Life,1961,118,Drama,1960s
54556,tt0055602,A Difficult Life,1961,118,War,1960s
54560,tt0055608,Voyage to the Bottom of the Sea,1961,105,Action,1960s
54560,tt0055608,Voyage to the Bottom of the Sea,1961,105,Adventure,1960s
54560,tt0055608,Voyage to the Bottom of the Sea,1961,105,Sci-Fi,1960s
54566,tt0055614,West Side Story,1961,153,Crime,1960s
54566,tt0055614,West Side Story,1961,153,Drama,1960s
54566,tt0055614,West Side Story,1961,153,Musical,1960s
54570,tt0055618,Whistle Down the Wind,1961,99,Crime,1960s
54570,tt0055618,Whistle Down the Wind,1961,99,Drama,1960s
54574,tt0055623,Wild in the Country,1961,114,Drama,1960s
54574,tt0055623,Wild in the Country,1961,114,Musical,1960s
54581,tt0055630,Yojimbo,1961,110,Action,1960s
54581,tt0055630,Yojimbo,1961,110,Drama,1960s
54581,tt0055630,Yojimbo,1961,110,Thriller,1960s
54584,tt0055633,The Young Savages,1961,103,Action,1960s
54584,tt0055633,The Young Savages,1961,103,Crime,1960s
54584,tt0055633,The Young Savages,1961,103,Drama,1960s
54667,tt0055719,The 300 Spartans,1962,114,Adventure,1960s
54667,tt0055719,The 300 Spartans,1962,114,Drama,1960s
54667,tt0055719,The 300 Spartans,1962,114,History,1960s
